"Título","Tipo de activo","Suministró los datos","Categoría","Descripción","Etapa de publicación","Municipio","Nombre entidad","Orden","Departamento","Frequencia actualización","Fecha de creación","Fecha de publicación","Fecha última actualización","CALIFICACIÓN FINAL CALIDAD","NIVEL SELLO EXCELENCIA"
"Concejales Municipio De Urumita","dataset","Alcaldía Municipal de Urumita","Función pública","Periodo de 2016  - 2019","published","Urumita","Alcaldía de Urumita","Territorial","La Guajira","Trienio","2016 Dec 26 08:41:00 PM","2016 Dec 26 08:44:00 PM","2016 Dec 26 08:41:00 PM","6.71","0"
"ESQUEMA DE PUBLICACION  DE LA INFORMACION PUBLICA CAMARA DE COMERCIO DEL CAUCA","dataset",,"Comercio, Industria y Turismo","Instrumento del que disponen los sujetos obligados para informar, de forma ordenada, a la ciudadanía, interesados y usuarios, sobre la información publicada y que publicará, conforme al principio de divulgación proactiva de la información previsto en el artículo 3 de la ley 1712 de 2014.","published","Popayán","Cámara de Comercio del Cauca","Nacional","Cauca","Anual","2024 Jul 28 01:24:00 PM","2024 Sep 20 03:40:00 PM","2024 Sep 20 03:39:00 PM","8.48","0"
"EJECUCIÓN Plan de Vigilancia Fiscal  2021","dataset",,,"EJECUCIÓN Plan de Vigilancia Fiscal  2021 Hallazgos fiscales 4.586.788.315","published","Popayán","Contraloría Departamental del Cauca","Territorial","Cauca","No aplica","2022 Oct 06 04:10:00 PM","2022 Oct 07 04:18:00 PM","2022 Oct 07 04:17:00 PM","8.05","0"
"Registro Activos De Información HGM","dataset","Hospital General","Salud y Protección Social","Inventario de activos de información del Hospital General de Medellín","published","Medellín","Hospital General de Medellín","Territorial","Antioquia","Anual","2017 Jul 25 02:19:00 AM","2017 Jul 25 02:27:00 AM","2017 Jul 25 02:19:00 AM","7.61","0"
"BENEFICIARIOS DEVOLUCIÓN DEL IVA SABANAGRANDE-ATLANTICO (ABRIL 2021)","dataset","Alcaldía Municipal de Sabanagrande","Economía y Finanzas","LISTADO DE BENEFICIARIOS DEVOLUCION DE IVA ABRIL 2021","published","Sabanagrande","Alcaldía de Sabanagrande","Territorial","Atlántico","No aplica","2021 Jun 29 10:23:00 PM","2021 Dec 07 04:28:00 PM","2021 Dec 07 04:28:00 PM","7.72","0"
"Registro de Activos de Información","dataset","Notaría Tercera de Valledupar - Cesar","Función pública","Corresponde al inventario de la información pública que la notaría como sujeto obligado genere, obtenga, adquiera, transforme o controle en su calidad de tal, de acuerdo con lo dispuesto en la Ley 1712 de 2014, Decreto 103 de 2015, art. 37 y demás normas concordantes.","published","Valledupar","Notaría 3 de Valledupar","Territorial","Cesar","No aplica","2024 Dec 08 03:38:00 PM","2024 Aug 14 05:08:00 PM","2024 Aug 14 05:08:00 PM","8.57","1"
"Radiación Solar","dataset","Corporación Autónoma Regional de Cundinamarca (CAR)","Ambiente y Desarrollo Sostenible","Volumen de radiación solar, obtenido en la red de estaciones climatológicas de la Corporación Autónoma Regional de Cundinamarca - CAR.","published","Bogotá D.C.","Corporación Autónoma Regional de Cundinamarca","Nacional","Bogotá D.C.","Anual","2017 May 30 06:50:00 PM","2017 May 30 06:56:00 PM","2018 Oct 29 04:41:00 PM","8.04","0"
"Esquema de Publicación de Información","dataset","Notaría Única de Tenerife - Magdalena","Función pública","Es el instrumento del que disponen los sujetos obligados para informar, de forma ordenada, a la ciudadanía, interesados y usuarios, sobre la información publicada y que publicará, conforme al principio de divulgación proactiva de la información previsto en el artículo 3° de la Ley 1712 de 2014, y sobre los medios a través de los cuales se puede acceder a la misma.(Decreto 103 de 2015, art. 41)","published","Tenerife","Notaría Única de Tenerife","Territorial","Magdalena","No aplica","2024 Aug 26 02:29:00 PM","2024 Aug 26 02:32:00 PM","2024 Aug 26 02:31:00 PM","8.2","1"
"Contribuyentes Industria y Comercio Ragonvalia","dataset",,"Comercio, Industria y Turismo","En el siguiente conjunto de datos encontramos las personas inscritas en la base de datos de industria y comercio del municipio de Ragonvalia","published","Altos del Rosario","Alcaldía de Altos del Rosario","Territorial","Bolívar","No aplica","2022 Aug 02 01:38:00 PM","2022 Aug 02 02:13:00 PM","2022 Aug 02 02:13:00 PM","8.67","0"
"Prestadores de Servicios de Salud del Distrito de Barranquilla","dataset","Alcaldia Distrital de Barranquilla","Salud y Protección Social","Listado de prestadores de servicio de Salud que han sido habilitados en el Distrito de Barranquilla.   Los datos de los Prestadores de Servicios de Salud solo corresponden a los inscritos en el Distrito de Barranquilla.","published","Barranquilla","Alcaldía Distrital de Barranquilla, Distrito Especial, Industrial y Portuario","Territorial","Atlántico","Trimestral","2021 Dec 29 08:53:00 PM","2021 Dec 29 09:05:00 PM","2021 Dec 29 09:05:00 PM","9.13","1"
"DNP - Propuestas DRV","dataset","Grupo CONPES","Participación ciudadana","Teniendo en cuenta la metodología de recopilación de aportes en Diálogos Regionales Vinculantes, se revisaron de las bases de datos que recopilan la información de los retos y las propuestas de la comunidad en general y que inspiran las bases del Plan Nacional de Desarrollo, Con el fin de identificar temas comunes se realizó el análisis de texto para identificar los insumos generales, problemas y componentes priorizados que le apuntan a las transformaciones priorizadas por esta administración y presentadas ante el Congreso.

Por su parte las PROPUESTAS, se refieren al conjunto de estrategias que considera la comunidad se deben seguir para atender las necesidades identificadas en los retos y que permitirán mejorar las condiciones de las comunidades, teniendo en cuenta las diferencias identificadas en los territorios.","published","Bogotá D.C.","Departamento Nacional de Planeación","Nacional","Bogotá D.C.","No aplica","2023 May 19 11:48:00 PM","2023 May 20 12:16:00 AM","2023 Jun 23 01:34:00 AM","8.97","1"
"Instituciones educativas publicas y privadas de Tumaco","dataset","Alcaldía Municipal de Tumaco","Educación","Contiene información sobre las diferentes escuelas y colegios de nuestro municipio.","published","San Andrés de Tumaco","Alcaldía de Tumaco","Territorial","Nariño","Anual","2017 Jun 14 08:09:00 PM","2017 Jun 14 09:21:00 PM","2017 Jun 14 09:20:00 PM","6.38","0"
"Registro de Activos de Información","dataset","Notaría Única de Toca - Boyacá","Función pública","Corresponde al inventario de la información pública que la notaría como sujeto obligado genere, obtenga, adquiera, transforme o controle en su calidad de tal, de acuerdo con lo dispuesto en la Ley 1712 de 2014, Decreto 103 de 2015, art. 37 y demás normas concordantes.","published","Toca","Notaría Única de Toca","Territorial","Boyacá","No aplica","2024 Aug 12 04:43:00 PM","2024 Aug 12 04:45:00 PM","2024 Aug 12 04:45:00 PM","8.57","1"
"INDICE_DE_INFORMACION_CLASIFICADA_Y_RESERVADA","dataset","secretaria administrativa","Función pública","inventario de la información publica generada por la gobernación del Quindío a sido calificada como clasificada y reservada","published","Armenia","Gobernación de Quindío","Territorial","Quindío","No aplica","2020 Oct 14 04:23:00 PM","2020 Oct 14 04:31:00 PM","2020 Oct 14 04:31:00 PM","7.26","0"
"Localizacion Zonas WIFI Del Departamento Del Valle Del Cauca","dataset","Gobernación del Valle del Cauca","Ciencia, Tecnología e Innovación","Conjunto de datos con georreferenciación de las zonas wifi gratis del Departamento del Valle del Cauca","published","Cali","Gobernación de Valle del Cauca","Territorial","Valle del Cauca","Anual","2017 Sep 12 06:56:00 PM","2017 Sep 12 07:05:00 PM","2017 Sep 12 07:05:00 PM","8.27","0"
"DISCAPACIDAD","dataset","Alcaldía Municipal de Copacabana","Salud y Protección Social","Número de personas atendidas con Discapacidad desde las diferentes áreas","published","Copacabana","Alcaldía de Copacabana","Territorial","Antioquia","Semestral","2016 Feb 09 03:21:00 PM","2016 Feb 09 03:25:00 PM","2016 Feb 09 03:21:00 PM","7.58","0"
"Ejecución presupuestal de ingresos a 30 de septiembre de 2021","dataset","Secertaría de hacienda","Hacienda y Crédito Público","Ejecución presupuestal de ingresos a 30 de septiembre de 2021","published","Guepsa","Alcaldía de Güepsa","Territorial","Santander","Anual","2021 Nov 29 02:02:00 PM","2021 Nov 29 02:09:00 PM","2021 Nov 29 02:51:00 PM","6.84","0"
"directorio modalidad atencion primera infancia","dataset","alcaldia municipal de ginebra",,"directorio  de modalidad atencion a la primera infancia-educacion inicial.","published","Ginebra","Alcaldía de Ginebra","Territorial","Valle del Cauca","Anual","2023 Jan 12 04:04:00 PM","2023 Jan 12 04:31:00 PM","2023 Jan 12 04:31:00 PM","3.11","0"
"Consulta Precios Promedio de Gas Natural Comprimido Vehicular (AUTOMATIZADO)","dataset","MME","Minas y Energía","Conjunto de datos relacionado a los precios publicados por las estaciones de servicio de GNCV","published","Bogotá D.C.","Ministerio de Minas y Energía","Nacional","Bogotá D.C.","Diaria","2023 Apr 09 08:21:00 PM","2023 Apr 09 09:04:00 PM","2024 Aug 12 06:02:00 AM","8.7","0"
"MORBILIDAD HOSPITALIZACIÓN AÑO 2019","dataset",,"Salud y Protección Social",,"published","Valle de San José","Empresa Social del Estado Hospital San José","Territorial","Santander","Anual","2020 Mar 15 06:40:00 PM","2020 Mar 15 06:47:00 PM","2020 Mar 15 06:47:00 PM","7.12","0"
"Listado oficial de las especies silvestres amenazadas de la diversidad biológica colombiana continental y marino costera - Resolución 0126 de 2024","dataset","Ministerio de Ambiente y Desarrollo Sostenible","Ambiente y Desarrollo Sostenible","El listado oficial de las especies silvestres amenazadas de la diversidad biológica colombiana, tanto continental como marino-costera, es una recopilación elaborada por autoridades competentes en Colombia para identificar y proteger a las especies en riesgo de extinción o aquellas cuyas poblaciones se encuentran en declive significativo.","published","Bogotá D.C.","Ministerio de Ambiente y Desarrollo Sostenible","Nacional","Bogotá D.C.","No aplica","2024 Aug 04 01:47:00 PM","2024 Aug 04 05:33:00 PM","2024 Aug 04 05:33:00 PM","9.03","1"
"ÍNDICE DE INFORMACIÓN CLASIFICADA Y RESERVADA COPIAS DE SEGURIDAD BACKUP","dataset","ALCALDÍA MUNICIPAL DE FUNZA CUNDINAMARCA","Ciencia, Tecnología e Innovación","Índice de información clasificada y reservada copias de seguridad backup  o copias de respaldo permiten guardar en forma periódica la información contenida en un ordenador, ya sea estación de trabajo, servidor o base de datos.","published","Funza","Alcaldía de Funza","Territorial","Cundinamarca","Semestral","2022 Sep 30 06:52:00 PM","2022 Sep 30 08:35:00 PM","2024 Nov 25 02:47:00 PM","8.6","1"
"Calendario Académico - Bellas Artes","dataset","Vicerrectoria Académica","Educación","Calendario de Actividades Académicas de los programas de nivel Superior para el año 2019 para las Facultades de Artes Visuales y Aplicadas, Artes Escénicas y Conservatorio “Antonio María Valencia”.  Períodos académicos: Enero a Junio y Julio a Diciembre de 2019","published","Cali","Instituto Departamental de Bellas Artes","Territorial","Valle del Cauca","Anual","2019 Feb 08 03:58:00 PM","2019 Feb 08 10:26:00 PM","2019 May 08 02:00:00 PM","7.71","0"
"Índice de Información Clasificada y Reservada","dataset","Oficina Asesora de Planeación","Comercio, Industria y Turismo","Es el inventario de la información pública generada, obtenida, adquirida o controlada por el sujeto obligado, en calidad de tal, que ha sido calificada como clasificada o reservada.","published","Bogotá D.C.","Instituto Nacional de Metrología","Nacional","Bogotá D.C.","Anual","2024 Jul 08 03:48:00 PM","2024 Jul 08 03:59:00 PM","2024 Jul 08 09:50:00 PM","8.57","1"
"Registro_de_activos_de_informacion_Notaria 34 del Círculo de Bogotá","dataset","Notaria 34 del Círculo de Bogotá","Función pública",,"published","Bogotá D.C.","Notaría 34 de Bogotá","Territorial","Bogotá D.C.","Anual","2022 Sep 15 06:34:00 PM","2022 Sep 15 06:41:00 PM","2022 Sep 15 06:40:00 PM","7.54","0"
"Índice de Información Clasificada y Reservada","dataset",,"Función pública",,"published","Bogotá D.C.","Notaría 13 de Bogotá","Territorial","Bogotá D.C.","Anual","2024 Aug 29 06:56:00 PM","2024 Aug 30 02:09:00 PM","2024 Aug 30 05:27:00 PM","6.99","0"
"Oficinas de Atención al Ciudadano Policía Nacional","dataset","Área de Atención y Servicio al Ciudadano Policía Nacional",,"Ubicación de las Oficinas de Atención al Ciudadano de la Policía Nacional en todo el país.","published","Bogotá D.C.","Ministerio de Defensa Nacional","Nacional","Bogotá D.C.","Trimestral","2021 Jun 23 12:41:00 PM","2021 Jun 23 01:16:00 PM","2021 Jun 23 01:16:00 PM","6.57","0"
"EJECUCION DICIEMBRE 2012 Borrar","dataset",,,,"unpublished",,,,,,"2017 Nov 09 08:48:00 PM",,"2017 Nov 09 08:48:00 PM","6.36","0"
"Tasas de Interés Activas - Informe Semanal","dataset","Superintendencia Financiera de Colombia","Hacienda y Crédito Público","La información corresponde a las tasas de interés promedio ponderadas, el monto desembolsado y el número de créditos desembolsados de la cartera para las diferentes modalidades de crédito de los establecimientos de crédito.

Nota:La actualización del conjunto de datos depende de la publicación oficial de dichos datos en la página web de la SFC. (tasas de interés
activas por tipo de crédito  https://www.datos.gov.co/Econom-a-y-Finanzas/Tasas-de-inter-s-activas-por-tipo-de-cr-dito/u8ud-84pb )","published","Bogotá D.C.","Superintendencia Financiera de Colombia","Nacional","Bogotá D.C.","Semanal","2019 May 16 04:29:00 PM","2020 Apr 27 08:54:00 PM","2024 Jan 18 12:47:00 AM","8.75","0"
"Reclamaciones Conexión Reposición Saneamiento 2017","dataset","Aguas y Aguas de Pereira","Función pública","REPORTE CON EL NÚMERO DE RECLAMOS MENSUALES DE CONEXIÓN DE REPOSICIÓN SANEAMIENTO","published","Pereira","Empresa de Acueducto y Alcantarillado de Pereira S.A.","Territorial","Risaralda","Anual","2019 Sep 23 07:28:00 PM","2019 Sep 23 07:31:00 PM","2019 Sep 23 07:31:00 PM","7.22","0"
"INVENTARIO ARCHIVO CENTRAL GOBERNACION DEL MAGDALENA 2022","dataset","Secretaría General de la Gobernación","Función pública","Inventario actualizado del Archivo Central de la Gobernación del magdalena 2022","published","Santa Marta","Gobernación de Magdalena","Territorial","Magdalena","Anual","2022 Oct 11 03:22:00 PM","2022 Oct 11 03:49:00 PM","2022 Oct 11 03:48:00 PM","8.1","0"
"Comunidades Indigenas Jamundi","dataset",,"Cultura","2024-2027","published","Jamundí","Alcaldía de Jamundí","Territorial","Valle del Cauca","Anual","2024 Nov 15 03:01:00 AM","2024 Nov 15 03:03:00 AM","2024 Nov 15 03:03:00 AM","7.55","0"
"Apoyos económicos Histórico","dataset","Universidad del Quindío","Educación","Apoyos económicos a los estudiantes uniquindio bienestar universitario varios periodos","published","Armenia","Universidad del Quindío","Territorial","Quindío","Semestral","2022 Oct 10 08:46:00 PM","2022 Oct 10 09:08:00 PM","2022 Oct 10 09:07:00 PM","8.44","0"
